Sender,Subject,Date,Type
StandardChartered <vidhya@gabbar.info>,Many Congrats!!! You Are Invited to Apply for Credit Card from Standard Chartered,"Thu, 9 Aug 2018 16:06:33 +0000",SPAM
Chucks James <chucksjames111@gmail.com>,8nn11,"Thu, 9 Aug 2018 15:32:13 +0000",SPAM
Sweta Sharma <notification@cashmeback.in>,Dear bhambri.lakshay.lakshay@gmail.com - Cash_in 30_minutes.,"Thu, 09 Aug 2018 16:36:51 +0530",SPAM
AXIS ASAP <contact@topicsontechemail.com>,Ready before you say ASAP. Instant a/c opening!,"Thu, 09 Aug 2018 12:51:06 GMT",SPAM
JBL Audio <newsletters@shopatbest.com>,Get Bigger and Better Bass With JBL Speakers,"Thu, 9 Aug 2018 15:15:49 +0530",SPAM
CV Shortlisted <info@jobsguru.info>,,"Thu,  9 Aug 2018 10:03:41 +0000 (UTC)",SPAM
Edelweiss Salary Advance <notification@cashmeback.in>,Hi bhambri.lakshay.lakshay@gmail.com - Is Your Salary Choosing Your Vacations?,"Thu, 09 Aug 2018 10:56:02 +0530",SPAM
OnlineTrading <newsletters@shopatbest.com>,open free demat and Trading account.,"Thu, 9 Aug 2018 13:09:40 +0530",SPAM
"""Card Issue Manager(Aditi)"" <aditi@induse.info>",Ref XxXx1130  Confirmed For Credit Card - Nice Work!,"Wed, 8 Aug 2018 22:33:45 +0000",SPAM
Vidhya HR <vidhya@gabbar.info>,Check Your Credit Score Online - Email REF 92922,"Wed, 8 Aug 2018 22:05:35 +0000",SPAM
Suma <notification@freshersjob.info>,"Axis Bank, Citi Bank, HDFC Bank, Yes Bank Direct Interviews @ Salary : Rs 3.5 Lakhs.","Wed, 8 Aug 2018 19:09:02 +0000",SPAM
Myntra <info@myntra.com>,Sale Starts Midnight,"Wed, 8 Aug 2018 23:09:07 +0530",SPAM
Loan Approval Dept <vidhya@gabbar.info>,Loan PreApproved for INR 500xxx. Offer ID AXM322004C,"Wed, 8 Aug 2018 13:48:37 +0000",SPAM
Citi IndianOil <newsletters@shopatbest.com>,"Get Citi Card, get 71 liters Free fuel","Wed, 8 Aug 2018 16:47:20 +0530",SPAM
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Wed, 8 Aug 2018 16:22:33 +0530 (IST)",SPAM
Volkswagen Financial Services <newsletters@shopatbest.com>,Volkswagen Passat at 5.99% Rate of Interest.Avail Now,"Wed, 8 Aug 2018 15:58:50 +0530",SPAM
Applications Invited <info@jobsguru.info>,,"Wed,  8 Aug 2018 10:19:51 +0000 (UTC)",SPAM
Skoda Financial Services <newsletters@shopatbest.com>,Skoda Rapid Purchase Now Pay in 2019,"Wed, 8 Aug 2018 12:20:02 +0530",SPAM
Manisha <newsletters@shopatbest.com>,Hi Get Right Sunglasses For Your Face,"Wed, 8 Aug 2018 12:34:31 +0530",SPAM
StandardChartered <vidhya@gabbar.info>,Many Congratulations!!! Invitation to Apply for Credit Card from Standard Chartered,"Wed, 8 Aug 2018 01:29:35 +0000",SPAM
Goodreads <no-reply@mail.goodreads.com>,"Goodreads Newsletter: August 7, 2018","Wed, 8 Aug 2018 00:12:08 +0000",SPAM
StandardChartered <aditi@induse.info>,Many Congratulations!!! You Are Invited to Apply for Credit Card from Standard Chartered,"Tue, 7 Aug 2018 17:04:36 +0000",SPAM
Myntra <info@myntra.com>,Monthly Edit: Must-Haves for Every Man,"Tue, 7 Aug 2018 19:56:55 +0530",SPAM
Aditi <aditi@induse.info>,Genpact Upload Profile,"Tue, 7 Aug 2018 13:43:31 +0000",SPAM
Vidhya <vidhya@gabbar.info>,Apple Submit Job Resume,"Tue, 7 Aug 2018 12:15:30 +0000",SPAM
"""CC Department (Vidhya)"" <vidhya@gabbar.info>",Application for Credit Card xxxx- 5568 is Approved,"Tue, 7 Aug 2018 11:16:30 +0000",SPAM
CV Required-IBM <info@jobsguru.info>,,"Tue,  7 Aug 2018 10:20:56 +0000 (UTC)",SPAM
Axis Asap <newsletters@shopatbest.com>,"Ready Before you say ASAP, Instant A/c Opening","Tue, 7 Aug 2018 12:41:12 +0530",SPAM
Online Account <newsletters@shopatbest.com>,Get INR 2000_worth e-Gold free on Demat account opening,"Tue, 7 Aug 2018 12:25:48 +0530",SPAM
Sriharsha Majety <sriharsha.majety@swiggy.in>,"Thanks to YOU, it’s a four!","Tue, 07 Aug 2018 06:50:43 +0000 (UTC)",SPAM
MASALA BOX <newsletters@masalabox.net>,Experience the essence of homeliness!,"Tue, 7 Aug 2018 07:12:27 +0000",SPAM
Citi Invitation <vidhya@gabbar.info>,Citi Special Offers - Just for you!,"Tue, 7 Aug 2018 04:48:26 +0000",SPAM
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Tue, 7 Aug 2018 10:09:53 +0530 (IST)",SPAM
Suma <notification@freshersjob.info>,"Excellent Opportunity In Top Pvt Bank Direct Interviews In HDFC,AXIS BANK,ICICI BANK,YES BANK,...etc through Timespro.","Tue, 7 Aug 2018 03:07:02 +0000",SPAM
walmart2walmart <walmart.@seagreen.ocn.ne.jp>,COMPENSATION FROM(IMF)OFFICE DEPARTMENT,"Tue, 7 Aug 2018 07:45:26 +0900 (JST)",SPAM
Aditi <aditi@induse.info>,Oracle  Interview Calls,"Mon, 6 Aug 2018 20:49:32 +0000",SPAM
Myntra <info@myntra.com>,👉 There's Something For You Inside.,"Mon, 6 Aug 2018 18:54:10 +0530",SPAM
ShopClues <info@offers.shopcluesmail.com>,Ulti Ginti Shuru...,"Mon, 6 Aug 2018 12:33:46 -0000",SPAM
ClearTax INVEST <support@cleartaxnews.com>,"Save up to ₹ 46,800 in taxes this year 💰","Mon, 06 Aug 2018 12:32:57 +0000 (UTC)",SPAM
Aditi HR <aditi@induse.info>,Credit Report Available | Email REF 95666,"Mon, 6 Aug 2018 11:05:50 +0000",SPAM
Dr Batra <newsletters@shopatbest.com>,"Gain Confidence, Look Good","Mon, 6 Aug 2018 15:21:00 +0530",SPAM
Register resume <info@jobsguru.info>,,"Mon,  6 Aug 2018 09:54:02 +0000 (UTC)",SPAM
StandardChartered <vidhya@gabbar.info>,Many Congrats!!! Invited To Apply for Credit Card from Standard Chartered,"Mon, 6 Aug 2018 09:00:31 +0000",SPAM
Citi IOC <newsletters@shopatbest.com>,Smart Savings with IndianOil Citi Card,"Mon, 6 Aug 2018 13:56:49 +0530",SPAM
Vidhya CardDispatcher <vidhya@gabbar.info>,Card OFFER #SJ2811220 Expires Today,"Mon, 6 Aug 2018 08:12:40 +0000",SPAM
Sharekhan <contact@topicsontechemail.com>,Build yourWealth in small steps.,"Mon, 06 Aug 2018 07:17:07 GMT",SPAM
Online Plan <newsletters@shopatbest.com>,Your Term Premium rises with Age. Act Now!,"Mon, 6 Aug 2018 11:00:43 +0530",SPAM
StandardChartered <vidhya@gabbar.info>,Many Congrats Invitation To Apply For Credit Card from Standard Chartered Apply Now,"Sun, 5 Aug 2018 23:16:32 +0000",SPAM
Submit your Resume <info@jobsguru.info>,,"Sun,  5 Aug 2018 12:10:39 +0000 (UTC)",SPAM
ShopClues <info@offers.shopcluesmail.com>,This B.U.M.P.E.R. Sale just for You!,"Sun, 5 Aug 2018 09:37:51 -0000",SPAM
Standard Chartered <newsletters@shopatbest.com>,Rs500 MovieVOUCHERS with StanChart Platinum RewardsCreditcard,"Sun, 5 Aug 2018 12:19:47 +0530",SPAM
Huggies <newsletters@keepitinbox.com>,"Get a Lifetime Membership of huggies,Join Now","Sun, 5 Aug 2018 10:57:32 +0530",SPAM
Loan Dept <aditi@induse.info>,Loan PreApproved. Approval ID #291001,"Sun, 5 Aug 2018 05:28:34 +0000",SPAM
Online Trading <newsletters@shopatbest.com>,Open Free Demat and Trading A/C,"Sun, 5 Aug 2018 10:21:17 +0530",SPAM
Swapna HR <vidhya@gabbar.info>,Credit Report Available | Email REF 90029,"Sun, 5 Aug 2018 02:45:31 +0000",SPAM
Swapna HR <vidhya@gabbar.info>,Credit Report Available | Email REF 90029,"Sat, 4 Aug 2018 20:07:30 +0000",SPAM
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Sat, 4 Aug 2018 19:05:05 +0530 (IST)",SPAM
CV Required <info@jobsguru.info>,,"Sat,  4 Aug 2018 12:08:06 +0000 (UTC)",SPAM
Citi Card <newsletters@smtpmailbox.com>,Switch to Shopping with Smart Savings,"Sat, 4 Aug 2018 15:15:55 +0530",SPAM
Enroll Now <newsletters@shopatbest.com>,One Year MBA Programme for Working Professionals.,"Sat, 4 Aug 2018 13:12:21 +0530",SPAM
Loan Dept <vidhya@gabbar.info>,Loan PreApproved. Approval ID #291001,"Sat, 4 Aug 2018 06:05:34 +0000",SPAM
Yashashree <info@aegisemail.com>,"Lakshay Bhambri, 20 Reasons why Aegis-IBM PGP in Data Science is the best choice ","Sat, 4 Aug 2018 04:11:56 +0000",SPAM
Your Card <aditi@induse.info>,ID X2020220 |  Eligibility Confirmed For Credit Card - Nice Work!,"Fri, 3 Aug 2018 23:04:43 +0000",SPAM
Vidhya <vidhya@gabbar.info>,Capgemini Hiring Now,"Fri, 3 Aug 2018 18:15:27 +0000",SPAM
Suma <notification@freshersjob.info>,"Congratulations, You are Eligible for 811 Saving Account.","Fri, 3 Aug 2018 18:15:02 +0000",SPAM
Citi Invitation <vidhya@gabbar.info>,Your Return Gift is Waiting,"Fri, 3 Aug 2018 17:31:23 +0000",SPAM
StandardChartered <vidhya@gabbar.info>,Big Congratulations!!! Invitation to Apply for Credit Card from Standard Chartered,"Fri, 3 Aug 2018 16:24:37 +0000",SPAM
JPMorgan Chase Recruiting <recruiting@recruiting.jpmchase.com>,New Openings at JPMorgan Chase,"Fri, 03 Aug 2018 12:16:38 +0000 (UTC)",SPAM
"""Mrs. Sandra Edward Waters"" <julietoliver_785@outlook.com>",Warmly Greeting Dear Sir/Madam,"Fri, 3 Aug 2018 11:32:55 +0000",SPAM
Myntra <info@myntra.com>,Up to 70% Off on Sports Wear,"Fri, 3 Aug 2018 16:48:18 +0530",SPAM
Tech Mahindra Job <info@jobsguru.info>,,"Fri,  3 Aug 2018 11:03:03 +0000 (UTC)",SPAM
Braineet <hello@braineet.com>,💡 Highlights of the week,"Fri, 03 Aug 2018 09:57:51 +0000 (UTC)",SPAM
Bajaj Finance <contact@topicsontechemail.com>,Loan for business at an attractive interest rate,"Fri, 03 Aug 2018 07:58:53 GMT",SPAM
Citi Invitation <vidhya@gabbar.info>,Very Special GIFT from Citi,"Fri, 3 Aug 2018 07:46:27 +0000",SPAM
Ksisljc Dariud <tsiklds19@walla.co.il>,weu,"Fri, 03 Aug 2018 09:49:58 +0300",SPAM
Standard Chartered Bank <newsletters@shopatbest.com>,"Rs500 MovieVOUCHERS with StanChart Platinum RewardsCreditcard, Limited period OFFER","Fri, 3 Aug 2018 10:22:10 +0530",SPAM
Fego <reach@fegoinnovations.com>,Back Pain on Bike Ride ? We feel you.,"Thu, 02 Aug 2018 12:33:28 +0000",SPAM
Citi Invitation <aditi@induse.info>,Your Return Gift,"Thu, 2 Aug 2018 12:45:41 +0000",SPAM
Loan Dept <vidhya@gabbar.info>,Loan PreApproved for INR 700xxx. Offer ID AXM456000C,"Thu, 2 Aug 2018 12:26:35 +0000",SPAM
Job opportunity <info@jobsguru.info>,,"Thu,  2 Aug 2018 12:26:30 +0000 (UTC)",SPAM
StandardChartered <vidhya@gabbar.info>,Big Congrats ~ Invitation To Apply For Credit Card from Standard Chartered Apply Now,"Thu, 2 Aug 2018 08:04:34 +0000",SPAM
"""Dr. ABDUL NASHIRU ISSAHAKU"" <AbdulNashiru.Issahaku2@outlook.com>",Dear Valued Contract Beneficiary,"Thu, 2 Aug 2018 07:44:11 +0000",SPAM
Suma <notification@freshersjob.info>,Indian Top Pvt Banks Direct Interviews with 3.5 lac salary.,"Wed, 1 Aug 2018 18:51:02 +0000",SPAM
Govt Job- BE-BTech <info@jobsguru.info>,,"Wed,  1 Aug 2018 12:45:15 +0000 (UTC)",SPAM
Bank Manager <vidhya@gabbar.info>,Home Loan PreApproved for INR 700xxxx. Offer ID AXM456000C,"Wed, 1 Aug 2018 09:51:25 +0000",SPAM
DRDO Notification <newsletter@mailzzone.com>,Senior Technical Assistants Posts in DRDO.,"Wed, 01 Aug 2018 08:38:34 GMT",SPAM
Swapna HR <vidhya@gabbar.info>,Credit Report Available | Email REF 94658,"Wed, 1 Aug 2018 08:37:26 +0000",SPAM
DRDO Notification <newsletter@topicontech.com>,Senior Technical Assistants Posts in DRDO.,"Wed, 01 Aug 2018 08:11:44 GMT",SPAM
Loan Approval <aditi@induse.info>,INR XxXxXx Can Be Yours. Apply Now,"Wed, 1 Aug 2018 07:21:26 +0000",SPAM
"""Amazon.in"" <store-news@amazon.in>",How was your Prime Day?,"Wed, 1 Aug 2018 06:34:38 +0000",SPAM
Loan Dept <vidhya@gabbar.info>,INR 700xxx Can Be Yours,"Wed, 1 Aug 2018 04:37:25 +0000",SPAM
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Tue, 31 Jul 2018 20:49:07 +0530 (IST)",SPAM
secure.services@axisbank.com,One Time Password for transaction on your Axis Bank Card,"Tue, 31 Jul 2018 20:51:06 +0530 (IST)",SPAM
"""Submit C.V."" <info@jobsguru.info>",,"Tue, 31 Jul 2018 13:11:04 +0000 (UTC)",SPAM
Myntra <info@myntra.com>,Be the First to See It,"Tue, 31 Jul 2018 17:50:46 +0530",SPAM
Shaz Sayed <info@aegisemails.com>,"⌛Online-Live Interactive Info Session on Aegis-IBM Certified PGP in Data Science, Business Analytics & Big Data ⌛","Tue, 31 Jul 2018 09:52:24 +0000",SPAM
Credit Card <vidhya@gabbar.info>,Credit Card Application BRF2018072010 Pending Verification,"Tue, 31 Jul 2018 08:06:31 +0000",SPAM
Swapna HR <vidhya@gabbar.info>,Credit Report Available | Email REF 90029,"Tue, 31 Jul 2018 07:18:30 +0000",SPAM
Volkswagen India <newsletters@keepitinbox.com>,Have you discovered our first made-for-India car,"Tue, 31 Jul 2018 11:58:12 +0530",SPAM
Woohoo <marketing@woohoohere.com>,Time to take the Loyalty test.,"Tue, 31 Jul 2018 06:42:09 +0000 (UTC)",SPAM
StandardChartered <aditi@induse.info>,Many Congrats!!! You Are Invited to Apply for Credit Card from Standard Chartered,"Tue, 31 Jul 2018 06:41:26 +0000",SPAM
PF Notification <info@es.finance-plus.in>,bhambri.lakshay.lakshay@gmail.com Check your PF Balance Online,"Tue, 31 Jul 2018 05:19:27 +0000",SPAM
ALTBalaji <hello@altbalaji.com>,New show alert! HUM streaming now #ALTBalajiOriginal,"Mon, 30 Jul 2018 14:21:05 +0000 (UTC)",SPAM
Suma <notification@freshersjob.info>,"Cognizant Job Fairs for BE,B.Tech Freshers.","Mon, 30 Jul 2018 19:35:03 +0000",SPAM
Indian Railways Job <info@jobsguru.info>,,"Mon, 30 Jul 2018 12:28:32 +0000 (UTC)",SPAM
Myntra <info@myntra.com>,🛍It's Your Last Chance,"Mon, 30 Jul 2018 17:40:27 +0530",SPAM
Deep Shikha <newsletters@shopatbest.com>,Sunglasses With Perfect Blend Of Style,"Mon, 30 Jul 2018 13:07:32 +0530",SPAM
"""Loan Dept (Vidhya)"" <vidhya@gabbar.info>",Regd Your Loan Application for 600xXx,"Mon, 30 Jul 2018 08:06:22 +0000",SPAM
VOLKSWAGEN INDIA <newsletters@shopatbest.com>,"Luxury is Now just a test drive Away, Book yours Today","Mon, 30 Jul 2018 13:23:04 +0530",SPAM
Online MBA <contact@topicsontechemail.com>,One year online MBA at Rs7500/- only.,"Mon, 30 Jul 2018 06:24:21 GMT",SPAM
Refund <notification@airpostmail.in>,"Authentication ID bhambri.lakshay.lakshay@gmail.com, your Surprise Offer Valid Now check your offer.","Mon, 30 Jul 2018 11:37:07 +0530",SPAM
HDFC Life <newsletters@keepitinbox.com>,Have A Protected Future With HDFC Dear bhambri.lakshay.lakshay@gmail.com,"Mon, 30 Jul 2018 10:46:12 +0530",SPAM
"""CC Department (Manager)"" <vidhya@gabbar.info>",Credit Card Application xxxx-0011 Is About to Be Processed,"Mon, 30 Jul 2018 04:48:30 +0000",SPAM
Online work <notification@mailspilot.com>,"No Registration Fees, No Experience Required,No Document Required Online work opportunity for you","Mon, 30 Jul 2018 10:09:49 +0530",SPAM
Loan Sanction Dept <vidhya@gabbar.info>,Offer #XUSJ229. Loan PreApproval,"Mon, 30 Jul 2018 03:23:17 +0000",SPAM
Swapna HR <aditi@induse.info>,Credit Report Available | Email REF 94658,"Sun, 29 Jul 2018 17:31:44 +0000",SPAM
"""Submit C.V."" <info@jobsguru.info>",,"Sun, 29 Jul 2018 11:33:37 +0000 (UTC)",SPAM
Confirmationmail <newsletters@mailonspot.com>,Get Quick Approval of Your Card,"Sun, 29 Jul 2018 16:04:00 +0530",SPAM
Myntra <info@myntra.com>,Clock is ticking on FLAT 80% OFF,"Sun, 29 Jul 2018 15:15:05 +0530",SPAM
Citi Invitation <vidhya@gabbar.info>,Very Special GIFT from Citi,"Sun, 29 Jul 2018 07:28:20 +0000",SPAM
IIBM Institute <newsletters@keepitinbox.com>,"bhambri.lakshay.lakshay@gmail.com Make Your Career With IIBM,Apply Now","Sun, 29 Jul 2018 12:13:09 +0530",SPAM
StandardChartered <vidhya@gabbar.info>,Many Congrats!!! Invitation to Apply for Credit Card from Standard Chartered,"Sun, 29 Jul 2018 02:29:23 +0000",SPAM
Citi Invitation <vidhya@gabbar.info>,Very Special GIFT from Citi,"Sat, 28 Jul 2018 23:45:26 +0000",SPAM
Citi Invitation <vidhya@gabbar.info>,Very Special GIFT from Citi,"Sat, 28 Jul 2018 13:04:24 +0000",SPAM
Govt Job- BE-BTech <info@jobsguru.info>,,"Sat, 28 Jul 2018 11:11:35 +0000 (UTC)",SPAM
StandardChartered <aditi@induse.info>,Many Congrats. Here is Your Invitation to Apply for Credit Card from Standard Chartered,"Sat, 28 Jul 2018 07:17:41 +0000",SPAM
Life insurance <contact@topicsontechemail.com>,Small steps add big goals.,"Sat, 28 Jul 2018 06:40:23 GMT",SPAM
vipin srivastav <supervision.37@yahoo.com>,Super Vision Enterprises // Meeting for New PRIVATE LIMITED COMPANY Registration,"Sat, 28 Jul 2018 06:30:17 +0000 (UTC)",SPAM
"""Loan Sanction Dept (Vidhya)"" <vidhya@gabbar.info>",Loan For 3 to 5 Lacs Kept Ready,"Fri, 27 Jul 2018 23:40:38 +0000",SPAM
"""Loan Dept (Vidhya)"" <vidhya@gabbar.info>",Regd Your Loan Application for 625xXx,"Fri, 27 Jul 2018 12:54:24 +0000",SPAM
Resume Needed <info@jobsguru.info>,,"Fri, 27 Jul 2018 11:14:47 +0000 (UTC)",SPAM
Haridwar <newsletters@keepitinbox.com>,Dear bhambri.lakshay.lakshay@gmail.com Flats is Ready For You in Haridwar,"Fri, 27 Jul 2018 11:39:02 +0530",SPAM
"""CreditCard Dept (CPU)"" <vidhya@gabbar.info>",Application for Credit Card xxxx-2123,"Thu, 26 Jul 2018 20:40:29 +0000",SPAM
Loan Dept <aditi@induse.info>,Regd Your Loan Application for 225xXx,"Thu, 26 Jul 2018 17:47:33 +0000",SPAM
Woohoo <marketing@woohoohere.com>,Exclusive!! For the Shopaholic in You!,"Thu, 26 Jul 2018 13:11:48 +0000 (UTC)",SPAM
Credit Card <vidhya@gabbar.info>,Credit Card Application BRF2018072010 Pending Verification,"Thu, 26 Jul 2018 12:42:32 +0000",SPAM
Register resume <info@jobsguru.info>,,"Thu, 26 Jul 2018 11:47:22 +0000 (UTC)",SPAM
Axis Bank Alerts <alerts@axisbank.com>,Notification from Axis Bank,"Thu, 26 Jul 2018 16:29:13 +0530 (IST)",SPAM
Refund <notification@airpostmail.in>,"Authentication ID bhambri.lakshay.lakshay@gmail.com,Your Surprise Offer Valid Now-Check your offer.","Thu, 26 Jul 2018 10:38:29 +0530",SPAM
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"👤 Saachi Rawat, Shashank Agarwal and 8 others are new friend suggestions for you","Fri, 24 Aug 2018 21:00:40 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,🎂 Let Mukul Sharma know you are thinking of him on his birthday today!,"Fri, 24 Aug 2018 19:36:49 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""ऑफिस में प्रिंटर के टोनर को युवक ने कह द...","Fri, 24 Aug 2018 21:47:32 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,Why weren’t Subramanian Swamy and Arun Jaitley seen attending Atalji's last rites des...?,"Fri, 24 Aug 2018 20:34:46 +0000",CATEGORY_SOCIAL
"""TECHNOLOGY JOBS NETWORK - #1 IT Careers Group"" <groups-noreply@linkedin.com>",HOW AN MBA IN FINANCE HELPS US IN CAREER GROWTH!!,"Fri, 24 Aug 2018 18:25:49 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Node.js Tweeted: Welcome!!! 🎉,"Fri, 24 Aug 2018 15:48:33 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,🔔 See Anthony Vinay's message and other notifications you've missed,"Thu, 23 Aug 2018 20:48:29 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,🎂 Let Harshit Goel know you are thinking of him on his birthday today!,"Thu, 23 Aug 2018 19:10:34 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,BJP Tweeted: Even we couldn't resist retweeting this ;),"Fri, 24 Aug 2018 01:56:27 +0000",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,"Goodreads Newsletter: August 23, 2018","Fri, 24 Aug 2018 00:23:28 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""ऑफिस में प्रिंटर के टोनर को युवक ने कह द...","Thu, 23 Aug 2018 20:35:43 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"lakshay bhambri, see 9 new updates from Narendra Modi","Thu, 23 Aug 2018 15:33:50 +0000",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,Updates from Dipanshu Nagar,"Thu, 23 Aug 2018 10:34:24 +0000",CATEGORY_SOCIAL
Ekta Gupta <notification+kr4mbxeyb55x@facebookmail.com>,[DU- WE WANT BTECH] New photo,"Wed, 22 Aug 2018 23:57:13 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,📄 Neeru Sagar shared अपने तो अपने ही होते है's post,"Wed, 22 Aug 2018 20:08:11 -0700",CATEGORY_SOCIAL
"""Riya Chopra (via LinkedIn)"" <messages-noreply@linkedin.com>",Riya Chopra's invitation is waiting for your response,"Thu, 23 Aug 2018 02:14:08 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Reporting fake news - here's what the IT...","Thu, 23 Aug 2018 01:55:11 +0000",CATEGORY_SOCIAL
LinkedIn <jobs-listings@linkedin.com>,Software Developer at VoiceTree Technologies and 9 other jobs for you.,"Wed, 22 Aug 2018 22:55:03 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,NowThis Tweeted: ‘I can think of nothing more American.’  — Beto O'R...,"Wed, 22 Aug 2018 20:28:38 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"lakshay bhambri, see 3 new updates from Narendra Modi","Wed, 22 Aug 2018 15:05:27 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,Who are India's richest politicians?,"Wed, 22 Aug 2018 11:06:42 +0000",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,Updates from Dipanshu Nagar,"Wed, 22 Aug 2018 10:26:48 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,📷 Devika Bhambri added a new photo,"Tue, 21 Aug 2018 20:55:52 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Reporting fake news - here's what the IT...","Tue, 21 Aug 2018 20:50:49 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,RSPrasad Office Tweeted: Big boost to Modi’s ‘Digital India’; e-paym...,"Tue, 21 Aug 2018 15:29:58 +0000",CATEGORY_SOCIAL
"""Nikita @ LinkedIn Learning"" <linkedin@e.linkedin.com>","Lakshay, free course on Strategic Thinking - limited time only!","Tue, 21 Aug 2018 03:36:45 -0700",CATEGORY_SOCIAL
Facebook Analytics <facebook-analytics-noreply@facebookmail.com>,See the latest metrics for LearningPundits,"Mon, 20 Aug 2018 23:49:17 -0700",CATEGORY_SOCIAL
